Geneid	VM-1	VM-2	VM-3	VM-4
YPL268W	1523.27	926.75	1762.33	1428.21
YPL283C	485.63	538.17	492.46	760.35
YPL206C	699	497	767	689
YPR055W	2046.11	1324.17	2312.77	2107.86
YPR138C	1746.32	990.33	1746.35	1375.92
YPL243W	2960	1990	3627.1	2761
YPR127W	262.25	198.5	259.5	250.62
YPL095C	275	178	342.25	277
YPR027C	4.7	158.1	13.15	303.59
YPL232W	1640.25	1728.56	2035.37	2524.22
YPL124W	32	50.5	39.5	57.5
YPR041W	3115.5	1476.5	3277.75	2083.33
YPL083C	607.79	382	730.5	562.36
YPL048W	6043.71	3974.5	5455.9	4924.88
YPL120W	506.61	342.48	585.83	477.43
YPL117C	2490.71	1622	3173.75	2307
YPR126C	2	1	1	2
YPR091C	2808.67	1870	2841.31	2705.3
YPR059C	39	30.5	57.5	41.06
YPL214C	684.5	643	685	862
YPL203W	846.25	1281.5	980.04	1874.1
YPL273W	4212.21	1813.11	5015.65	2494.87
YPR081C	503	580.93	523	789.05
YPL011C	792.5	555	1056	820
YPR097W	2283.54	1533.31	2397.55	2143.72
YPL274W	1557.57	1125.75	1407.11	1423.29
YPR158W	691	818.5	898	1089.31
YPL050C	4136.5	2562	4931	3558
YPR114W	2101.06	921	1844	1267.25
YPL110C	1884.67	2644	2066.69	3651.5
YPL161C	635.54	431.45	704.14	626.9
YPR022C	3981.59	2161	4158.64	3032.35
tT(UGU)P	1.17	0.17	0.83	0.83
YPR175W	879.75	574	1009.83	799.05
YPL068C	1337.5	740.5	1629	1231
YPL055C	914	826	1010	1029.5
YPL079W	6162.54	2877.08	6758.79	3882.54
YPL150W	1574.03	983	1704.62	1424.79
YPR192W	5	17	7	17
YPL226W	11516.6	4150.84	12102.35	5877.42
YPL115C	2648.25	2289	3047.81	3302.5
YPL283W-A	0.27	0.25	0	0
YPL170W	408.1	490.67	441.04	670.04
YPL245W	290.1	180	264.25	207
YPR140W	1230.12	591.23	1257.38	790.42
YPR048W	773.17	387.5	788.43	550
YPR102C	5723.46	2657.89	6066.22	3662.17
YPL036W	328.62	184	325.41	282.44
YPR015C	131.57	85	165	127
YPR133W-A	471	220	555	315
YPL146C	867	295.57	1004	460.21
YPR107C	390	314	448.17	471
YPL035C	1	1	1	1
YPL082C	4758	3429.17	5280.6	4823.26
YPR064W	8	0.1	8	3.5
YPL216W	317.07	218.8	409.4	317.19
YPL152W	614	560	735.17	828.17
YPL230W	348.14	362.78	408.11	519
YPL159C	986.25	1178.25	1207.5	1691
YPR183W	5123.62	3736.62	4909.33	4820.33
YPL204W	4072.12	3667.61	4988.04	5116.93
YPL109C	682.75	672.5	746.25	944.3
YPL249C	1298	1337.33	1497.25	1829.25
YPR154W	2140.77	3223.74	2233.36	4159.88
YPR026W	1176.79	1281.12	1137.72	1767.08
YPR076W	4.25	2.5	7	2.5
YPR170W-B	1312.24	1013.61	1497.66	1317.66
YPR016C	2609.5	1180	2581.5	1590
YPL060W	342	274	436.17	345.83
YPR029C	2909.21	2505.25	3339.53	3613.58
YPR002C-A	21.34	4.3	5.04	8.24
YPL106C	19475.17	9423.92	19908.83	12618.55
YPR085C	560.3	434	656.75	662.08
YPL008W	1151.28	679	1303.17	974.38
YPR152C	84.78	33.58	72.17	66.87
YPL212C	2533	1277.83	2824.75	1839
YPL119C	196.17	185	177.5	242
YPL078C	2597.66	1630.88	2921	2328.58
YPL195W	2179.25	1330.61	2733.94	1944.08
YPL025C	41.12	16.07	35.37	22.14
YPR060C	1215.67	783.5	1651.5	1106
YPL199C	1059	537	1063	736
YPL228W	1055.82	715.67	1319.08	1151
YPL018W	241.5	97	235	145
YPL259C	1620	1588	1897	2390
YPR150W	63	23	41	39
YPL072W	560.42	280	693	401.93
YPL130W	14.06	3.1	5	8.33
YPR179C	851.72	565.58	1142.8	847.76
YPR096C	156	134.5	159	154.5
YPL028W	6082.5	4355.75	6375.83	5845.08
YPL174C	1088.5	631.17	1253.33	822
YPR031W	692.4	410.46	792.43	650.8
YPL257W-A	15312.03	10204.06	20308.37	16963.29
YPR158W-A	2091.93	1136.48	2617.99	1834.87
YPL257W-B	73975.18	51419.42	107635.09	87954.02
YPR158C-D	44182.46	29860.82	58351.71	47241.51
YPR137C-A	15719.89	10794.41	18377.35	15655.16
YPR137C-B	35308.18	24107.92	57661.82	46824.83
YPR158W-B	13350.71	10826.14	18242.11	17346.27
YPL060C-A	1005.41	1366.48	1135.42	2066.56
YPR158C-C	2230.31	1457.43	2073.41	1494.42
YMR172W	1680.08	1018	2038.42	1448.75
YMR027W	1402	916	1555	1346
YML089C	63	36.5	73.3	64
YMR290C	4333.29	1493	4785.89	2192.5
YMR139W	822	932.25	958	1414
YMR191W	1675	1509	1778	2128.83
YMR244C-A	180	120	265.12	210
YMR091C	1037.5	721	1121.57	1064.17
YMR173W-A	1002.79	2171.68	1218.69	3074.48
YMR180C	491.62	530.11	613.43	784.25
YML020W	809.5	755	1018	1127.5
YML088W	1111.06	1038.5	1167.82	1466.33
YML077W	633	344	781	487
YML125C	2520.5	1571	2898.17	2110.5
YMR318C	3606.75	2292.83	3594.32	3140.62
YMR115W	765.5	513.12	953	756.4
YMR266W	2413.75	3464.75	2517.06	4888.07
YML057W	2896.77	3605.73	3201.83	4796.78
YML055W	352	196	386.1	286
YMR105C	737.17	1287.75	749.94	1595.91
YMR268C	424	232.33	523	334
YML133W-B	3.22	0.5	3.57	2.01
YML090W	0	0	2.25	1.5
YML101C	218	162.5	198	208.83
YMR012W	25751.52	12870.33	28460.29	17356.17
tY(GUA)M2	0	0	0	0
YMR202W	5520.12	3083.75	5661.75	4069.25
YMR083W	2546.5	1016	2638.75	1425.83
snR76	82.5	52	56	59.5
YMR017W	35.67	9.57	25.96	23.33
YML085C	2178.38	2675.62	2199.43	3652.5
YML013W	1221	1170	1253.18	1460
YMR224C	673.88	350	682.67	494.35
YMR059W	204	132	219.17	148.1
YMR072W	2893	2896	3574.5	4109.17
YMR304W	3794.17	3441.75	4345.55	4914
YML087C	176	73	193.12	92
YMR195W	984.11	398	1322.5	586
YMR240C	278.33	189.25	294.4	290
YMR308C	11366.66	6327.89	12225.79	8950.85
YML001W	1717.5	984.17	1987.93	1432.75
YML114C	1367.25	931.5	1734	1344.42
YMR319C	671	134	707	192.75
YML075C	12265.4	8337.79	12905.75	10876.17
YMR075W	2188.5	1381.5	2541.43	1959.69
YML129C	604	347	659	436
YML073C	6382.5	2980	6327	3866.15
YMR149W	4532.5	2980.7	4793.33	3941.58
YMR233W	352.5	291.5	518	487
YMR048W	103.25	74	125.06	122
YML030W	176.56	57	204.25	93
YMR118C	1	15	6.5	19
YMR260C	2975.67	1224	3159.5	1719.88
YMR135W-A	0	0.33	0.5	1
tM(CAU)M	0.6	2	2.2	0.2
YML056C	6705.79	2473.12	6589.33	3225.58
YML064C	503.25	442	615	621
YML132W	2800.97	3077.17	3338.62	4443.82
YML113W	1647.19	927.5	1686.5	1252.08
YML058W-A	18	11	18	26
YMR136W	2536.57	2467.12	2756.88	3081.75
YML091C	4853.81	2781.16	5615.68	4071.67
YMR199W	2953.17	1008	3239.31	1240.5
YMR286W	540	243	694	362
YMR025W	213.38	157.25	271.17	268.5
YMR112C	531	453	750.33	583
YML127W	1148	1099.36	1237.73	1565.92
YML005W	739.25	635.2	833	908.75
YMR160W	1023	1016.12	1186.59	1510.5
YMR046W-A	44.49	44.73	46.89	48.5
YMR096W	584.5	657	526	869
YML133C	295.17	252.86	283.92	367.66
YMR246W	6449.45	1603.25	6752.17	2298.58
YMR052C-A	13.5	28.67	10.25	36
YMR120C	3459.5	2228.92	3004.88	2410.5
YMR052W	240.62	198.05	332	249.75
YML100W-A	1	1	0	0
YML049C	3578.95	2410	3791.42	3390.69
YMR065W	377.08	2292	515.58	3248.63
YMR098C	739	323.33	910.5	540.25
YMR302C	2271.5	1440.69	2626.5	2107.65
YMR075C-A	2	3	3	2
YML060W	322	120.74	299	171.56
YMR080C	5082.33	2713.1	5187.58	3932.38
YMR156C	220	146.5	261	209
YMR294W	115	56	148.25	94
YMR167W	988	619.25	1150.1	827
YMR242W-A	0	0	0	0
YMR079W	3886.25	2537	4302.25	3437.25
YMR275C	2765.38	2223.5	2816.33	3105.04
YMR100W	1315.5	912.25	1473.14	1239.08
YMR030W-A	2.92	1	2.25	0.5
YMR161W	465	395	555	568.5
YMR183C	2679.04	1767.06	3224.42	2598.5
YML021C	527	429	686	632.5
YML074C	2974.25	1575	3580.75	2162.17
YMR157C	513.5	222.17	635.83	341
YMR110C	1560.58	1685.08	1709.25	2453.58
YMR097C	510.33	339.24	630.2	530
YMR111C	551.75	415.2	659.12	555.5
YML011C	131.17	69	132.5	128
YMR064W	1835.5	1204.77	2079.93	1639.83
YML082W	1256.25	697	1303	981
YMR300C	2440.25	1285.62	2273.25	1600.25
YMR262W	497.5	509	535.5	730.5
YMR031C	1161.32	685.5	1271.96	977.25
YMR016C	4469.25	2254.32	5360.22	3090.6
YMR066W	661.27	408.83	746.92	532.03
YMR007W	4	4	14	3
YMR201C	378.07	182.56	435.67	271.17
YMR232W	530	7721.87	718.82	10726.92
YMR200W	2406	2702	2811	3698
YMR297W	11321.25	7898.5	11147.5	10332.25
YML026C	4937.33	2161.33	5363.5	3053.67
YML023C	799.5	342	740	500.5
YMR143W	4247.83	2016.75	4554.25	2654.67
YMR073C	1044.4	782.27	1178.43	1133
YML069W	2010.31	1386.42	2390.17	2069.55
YML050W	207	128	263.93	152.83
YML099W-A	2	6	6	7.5
YMR211W	501	375	559	514
tF(GAA)M	1	0	2	0
YMR283C	614.75	362	761.58	566.5
snR74	112.17	70.17	89.33	80.83
RNA170	11	6	14	7
YML078W	890	514.33	871.15	715.5
YMR142C	9746.75	5263.06	10974.17	6909.6
YMR203W	9000.97	4711.83	9136.22	6101.55
YMR077C	208	114	250	170.5
YMR245W	40	24	44	21
YMR284W	469.33	485.25	600	743.83
YMR089C	2414.07	1128.25	2761	1614.96
YMR134W	718.68	559.75	976.6	791.86
YMR290W-A	0.47	1	3	6.33
YMR095C	179	119.31	145	144.5
snR83	7757.73	5998.25	6959.28	6946.54
snR73	203.92	102.67	176.83	140.83
tH(GUG)M	4.25	0	5	0
YMR099C	2948.5	1935	3309	2958.5
YMR132C	191.14	137.28	189	190
YML115C	2160.17	1649	2456.99	2153
snR11	2794.17	1867.5	2365	2162.75
YMR086W	2123	1820.17	2277.1	2631.5
YMR044W	265.33	174	255.07	226.25
YMR222C	809.25	565	754.25	724.5
YMR272W-A	0	0	0	0
YMR321C	168	53.5	192	83.33
YML131W	681	551.33	726	747
YML038C	1153	941.41	1209.62	1255.44
YML122C	23	16	26.5	20.5
YMR036C	797.17	773.25	844.33	1145.17
YML012W	1597.08	1035.75	1641.5	1413.12
YML100W	3003.9	3660.92	2981.12	4609.67
YMR312W	2929	1421.5	3386.85	1993.5
YML112W	800.33	445.2	864	675
YML099C	2019.08	1204.56	2207	1679.06
YML123C	17228.62	4445.25	16999.45	5492.5
tV(AAC)M3	6.4	7	4.52	12.1
YMR141C	12	8	22	5.56
YMR324C	0.08	0	0	0
YMR207C	1891.53	876.81	1931.06	1219.58
YMR236W	1056	699	1106	1000
YML034C-A	1	3	7	4
YMR204C	306.06	231.75	396.19	325.5
YMR011W	469.4	6004.65	416.56	7981.88
YML008C	6369.05	3266.5	7188.21	4508.83
YMR109W	5964.2	5839.45	6203.33	7507.71
YMR004W	1480.08	1405.67	1816.5	2057.5
YMR158C-A	5	10	13	9.5
YMR216C	2055	1553.4	2192.4	2196
YMR159C	45	54	49	72.33
YMR307C-A	1	0	1.17	0
YMR272C	4154	2521	4265.25	3381
YMR106C	351.3	289.34	378.85	412.07
YML092C	3003	2604.08	3581.2	3416
tV(AAC)M2	7.9	2	1.52	5.1
YML104C	1139.2	635.25	1100.33	910.82
YML058W	4606.83	4316.08	5005.33	5502.92
tW(CCA)M	10.67	6.33	9	10
YMR148W	1538.5	1027.5	1633.67	1371.75
YMR168C	563.33	420.62	666.44	590
YML063W	14054.5	7838.83	15783.06	10459.08
YMR008C	6789.92	7672.88	6719.08	9640.83
YMR294W-A	1	2	0	0
YMR177W	830.83	539	1029.17	755.83
YMR213W	802.92	458	1045.14	674.41
YMR192W	1768.33	1762.6	2148.6	2571.1
YMR326C	0	0	0.11	0
YMR014W	1203	481.25	1553.69	673.42
YMR020W	647	985.17	678.2	1360.33
snR86	14815.28	10719.04	14443.87	14161.67
YMR208W	3122.25	2441.94	3445.57	3285.28
YML098W	352.56	333.79	448	428.58
YMR133W	3	2	3	6.25
YML028W	15155.58	13017.67	16311.81	16452.75
YMR285C	918	560.75	1087.36	806.25
YMR040W	73	172.5	82	213
YMR094W	219	172.12	256.5	206.08
YMR189W	5012.08	1591	5338.52	2161.5
YML128C	875.11	1551	911.17	2155.67
YML022W	1685	674	1779.75	955.5
YMR299C	520	540	629.83	694
YMR227C	458.25	270.42	522.17	385
YMR119W	1437.83	1430	1563.84	1973.92
YMR255W	714	740	989	1070
YMR024W	1720	797.5	1994.2	1214
YML054C	351.33	303	318.12	432
YMR317W	86.08	46.5	85.07	65.25
YMR084W	46.7	121	30.5	155.5
YMR274C	277.33	179	322.4	260
YMR215W	1617.33	1776.2	1690.16	2348.03
YMR277W	2115.17	1106	2264.33	1649.58
YMR033W	1306.94	847	1571.33	1285
YML094C-A	7	2	6	1.5
YML041C	354.08	302.75	477	416
YMR305C	19012.17	29562.96	20304.08	36972.15
YMR315W-A	23	49	25	62
YMR237W	3143	2343.5	3326.3	3242
YML095C	242	185	301	277.55
YMR018W	54.13	17.76	53.14	29.75
YMR163C	438.41	377.61	460	552.33
YML027W	1125.61	93	1182.25	131
ZOD1	0	0	0	0
tD(GUC)M	2	1	1.04	4
YMR162C	3958.79	2340.1	4209.71	3372.27
YMR158W	1287	477	1668.5	681
YMR210W	356.17	203.25	407.25	300
YMR316C-A	31	9	15	9
YMR241W	1986.5	966.33	1978.05	1318.5
YMR205C	27692.37	16483.33	27492.81	21631.51
YMR235C	2136.83	978.19	2346.25	1399.08
YMR047C	3497.01	2192.27	3389.5	3065.81
YMR259C	5728.92	2438.62	6107.27	3545.55
YMR175W-A	6.5	2.5	3.5	3.5
YMR281W	944	777	1085	1125
YMR261C	4789.75	3215.67	4917.24	4609.88
YMR026C	325.17	200	380	314
YML010W	3096.55	1299	3126.25	1873
YMR150C	400	256	442.75	339.2
YMR067C	1524.67	1188	1727.98	1669.06
YMR179W	449.77	343.13	539.17	485.43
YMR126C	353	294	398.11	462.43
YML032C	1697.17	1477	1997	2193
YML018C	2208.4	1068	2236.33	1429
YML081W	4773.4	2816.52	5308.66	4089
YMR003W	120	93	158	157.33
YMR221C	4410.75	2912.17	4955.18	3920
YMR257C	912.45	514.98	962.5	666
YML068W	244	195	242.42	297.13
YMR117C	50.06	57	66	68.2
YMR060C	725.12	390.21	979	574
YMR144W	47	47	57.5	75.33
YMR068W	163.5	112.08	157	156.5
YML097C	734.08	384	827.33	611.25
YMR182C	1837	1392	1911.5	1787
YMR295C	2839	3708	3599	4876.25
YMR181C	2414.78	2159.26	2496.68	2913.51
YML080W	778.67	295.33	959	445.08
YMR194C-B	71.4	54	81.61	86
YMR140W	864	992	876.11	1456.22
YMR058W	13966.6	2034	13869.13	2909.5
YMR076C	1317.4	914.13	1508.83	1388.51
YMR239C	722.12	302.5	890.25	452.46
tG(GCC)M	0	0	0	0
YMR242C	11527.42	5888.83	12785.5	7795.48
YMR306C-A	32	25	49	50
YMR193C-A	1	2	0	0
YMR114C	198.46	193	250.75	276
YMR009W	884	635	1115	883.5
YMR088C	1291.75	949	1230.73	1279
YMR253C	855.42	374.08	921.67	497.5
YMR103C	419	475	475.5	619.5
YMR254C	6	9	11	8
YMR303C	1124.08	776.92	1125	979.67
YMR316W	639	1290	887	1794
YML017W	2062.33	1246	2154.77	1644.5
YMR104C	2086.39	1918.5	2382.22	2601.96
YMR309C	10990.08	5204.14	12037.58	7201.16
YML133W-A	0.72	0.41	0.43	0
YMR155W	779.58	591	827.93	826
YMR313C	1468.25	1248.86	1621	1861.5
YMR028W	308	212.13	418	359
snR72	205.33	90	242.5	130.5
YMR154C	558.28	472.84	533.08	597.62
tY(GUA)M1	0	1	0	0
snR75	73.5	38.5	75.5	43
YML096W	886.75	384.53	984.1	626.49
YML016C	5982.08	5705.5	6774.92	7877
YML006C	2150	1444.5	2449.92	1974.29
YMR178W	961	775.5	1179.5	1169.95
YML109W	968.66	1206.46	1078.25	1807.5
YML015C	988	575	1234	750.62
YMR197C	904	1061	1033	1477
YML014W	702.5	282.9	859.5	492.5
YML106W	2838	1233	3126.17	1823.5
YML025C	1927.25	1126	2417	1566.75
tS(AGA)M	0.5	1.32	1.3	2.7
YMR172C-A	1	2.13	0	0.07
YMR193W	341.8	128.2	483	222
YML052W	1463.16	787.85	1646.1	1061.83
YML079W	797.5	555.17	931.92	726.62
YML101C-A	31	33.5	42	44.83
YML047C	83	1938.67	111.5	2762
YMR174C	94.06	83.1	91.06	106
YMR218C	1615	1148	1886.62	1656.75
YMR315W	4424.75	6509	4958.25	8829.5
YMR001C	830.71	376.92	969.83	750.38
tV(AAC)M1	1.9	2	1.52	2
tE(UUC)M	1	0	1	0
YML121W	356.57	252.48	409.97	363.33
YMR085W	77.1	149.25	70.67	200.75
YMR105W-A	3	5	1	14
YMR122C	3	4	9	2
snR78	327	208	422.54	425.67
YMR217W	10556.08	4488.6	11175.82	6011.92
tA(AGC)M2	0	1	1	0
YMR298W	1862	1444.5	2258	2003
YMR057C	9.91	8.7	9.79	4.71
YML042W	493.15	330.29	504.88	480.75
YMR320W	85	44	79	71.25
YMR287C	1315.75	760.5	1495.71	1137.23
YMR289W	822	498	989	753.1
YML048W	4409.5	3893	4747.83	5111.75
YMR250W	1097.17	1289.5	1106.5	1684.24
YMR230W-A	10	5	11	6
YMR124W	3451.72	3726.94	3762	4987.79
YMR311C	1371.75	1045.25	1700	1409
snR77	281.5	164	281.75	199
YMR322C	8.17	10.61	20.18	20.83
YML119W	530.49	144.83	628.83	200.83
YML043C	1115.07	976.75	1415.89	1524.31
YML046W	1156.37	1270.32	1305.9	1795.24
YML004C	2813	2320.08	2978.83	3203.62
YMR071C	811	751	956.25	968.33
YMR229C	13570.25	4287.2	14585.12	6171.29
YMR063W	295.5	220	351.25	308.75
YMR301C	1961	903.88	1931.33	1192.35
YMR276W	4288.92	3032.17	3651.25	3438.75
YMR002W	3511.81	2911.5	3965.38	3756.58
YML081C-A	1255	701	1409	1085
YML019W	913.08	473	838.42	633.33
YMR176W	2526.71	1779.96	2762.22	2564.47
YMR158W-B	1.17	1.08	0	0
YML108W	102	47.15	90.1	73.1
YMR198W	258	3966	331.5	5392.5
YML094W	1797.5	1161.5	2323	1676.08
YMR006C	230.25	152.25	256.67	166.5
YML003W	530.33	429.1	576	512
YML057C-A	1.42	2	2	2.17
YML009C-A	1	2	1	2
tQ(CUG)M	4	1	2	3
YML093W	1741.93	629.32	2020.68	902.74
YMR116C	18055.83	8503.06	17367.17	10838.5
YMR196W	1524.75	2136.63	1508.39	2999.54
YML053C	644.92	371.67	890.94	553.08
YMR151W	30.5	28.5	46.67	28.5
YML009C	181	64	204	108
YMR070W	2240.7	2099	2591.25	2962.5
YMR219W	3651.83	2348.67	4210.08	3549.31
YML037C	125.75	73.22	142.33	100.17
YMR280C	580.2	1799.1	619.5	2578.14
YMR170C	562.46	626.73	606.82	1002.67
YMR123W	686	313.33	697.58	444.33
YML012C-A	9.1	9	6	9
YMR019W	1395.75	999.5	1607.43	1433.17
YMR206W	78.1	115.98	88.66	161.25
YMR165C	1313.58	836.33	1405.24	1269.12
YMR010W	1535.22	1557	1710.5	2068.33
YMR184W	719	1068.1	868.83	1516.6
YML126C	11761.42	8553.5	11935.5	11048.25
YMR244W	3	2	1	0
YMR279C	10.58	5.5	7.65	4.72
YMR316C-B	14	17	28.25	27.17
YMR107W	10	51.05	6	100
YML054C-A	2	5.08	2.25	4
YMR043W	3287.2	1918.17	4072.75	2847.17
tA(AGC)M1	0	0	0	0
YMR270C	419.48	342.75	652.75	530
YMR175W	0.5	2.5	4.5	4
YML009W-B	180.1	73	182.5	100.5
YMR035W	259	253	276	375
YMR108W	14072.38	7427	14723.09	9886.33
YML002W	796	566	1004	831.5
YML111W	4240.67	2101.57	4823.68	3233.68
YMR278W	2498	1747	2973.71	2658.46
YMR185W	1690.5	1222.67	1945.92	1696
YMR304C-A	1366.67	2373.25	1442.5	3117.33
YML084W	8	10	5	18
YMR258C	728.33	744.86	725.4	1036
YMR023C	285.5	184	385.58	267.22
YMR291W	1359.25	1973.75	1492	2813.5
YMR041C	474.33	380.5	627.03	564.17
YMR029C	922.33	631.5	1034	909.1
YMR092C	2385.25	2237	2721.2	3078.75
YMR138W	120	48.25	141	78
YMR122W-A	4880.25	5222.86	4847	6662.03
YMR053C	173.29	458.06	192	640.56
YMR220W	2012.5	1192.33	2170.25	1599.67
YMR087W	229	287.97	228	439.53
YML031W	2734.25	1527	2966.12	2114.25
YML118W	303.22	491	320.21	682.38
YML120C	2216.75	1858	2445.17	2585.04
YMR078C	827.7	545.11	886.12	834.33
tL(CAA)M	78.68	56.35	94.41	74.25
YMR042W	399	349	345	477.5
YMR251W	41	25.25	34	26
YMR223W	953	558.08	1164.39	824.06
YML007C-A	13	20	17.5	26.5
YMR256C	331	183	297.39	282
YMR214W	806	509.5	774.25	812.5
tP(UGG)M	2.12	1.34	1.11	0.47
YMR055C	391.22	301.11	410.42	414.17
YML117W	4279.75	5384	4667.07	7458.04
YMR271C	80	59	71	93
snR24	139	60.5	143	84.6
YMR226C	3720	3091.4	4459.58	4480.78
YML110C	1330	792.5	1500.5	1041.75
YML047W-A	4.14	1	3	1
YML007W	3627.17	2821.21	4128.28	4043.58
YMR190C	2000	1438.76	2320.04	2046.5
YMR225C	1266.25	545	1694.25	822
YMR264W	936	606.25	974.6	805
YMR037C	2592.21	2368.83	2922.92	3294.59
YML024W	3477.37	1624	3577.33	2175.5
YML083C	6.08	2.12	10.7	1
YMR182W-A	59	33	64	43.5
YMR030W	234.04	291.12	259.17	468.51
YMR187C	336	150	309	205
YMR238W	1806.29	3530.33	1794	4759
YML061C	823.33	584.33	972.58	888
YMR130W	948	502	1183.25	832.5
YMR005W	2437.5	1496.31	2972.17	2105
YMR054W	3526.72	3405.22	3814.92	4447.38
YMR209C	825	293	901.12	449.58
YML102W	421.06	295	414.08	346
YMR194W	1269.9	573	1450.17	757.83
YMR252C	716	479	850.5	665.06
YMR164C	2034.26	5643.7	2773.76	8104.01
YMR074C	1161.25	584	1325	887.39
YML065W	1043.97	564.25	1141.08	820.48
YMR243C	5285.5	1940	5125.5	2589.06
snR85	1592	1095	1431.5	1331
YMR145C	8239	5579.63	8438.25	7421.38
YML071C	559.25	419.1	675.75	683.64
YMR015C	8389.08	5777	9271	7902.5
YML070W	2537.5	1705.92	2778	2451.17
YMR125W	4682.88	2309.5	5397.83	3261.2
YMR325W	3.58	1.83	12.25	4.67
YMR141W-A	0.3	1	0.1	2.3
YML072C	14148	9753.55	14393.26	13023.07
YML105C	744	394	932.25	651
YMR119W-A	15	28	26	37.17
YMR069W	196.73	60.05	239.06	60
YMR293C	395.32	270.22	465.46	372.12
YML124C	2736	1895.5	2996.33	2654.92
YMR090W	116.25	105	126	130
YML029W	1762.66	1435.17	1765	2014.67
YMR171C	1787.06	1039	1943.5	1491.7
YMR102C	2238.67	1462.5	2660.58	2137.37
YMR188C	433.7	131.39	533.3	209.83
YMR269W	40	6.2	48.25	12
YMR128W	4926.61	1549.58	5582.06	2358.94
YMR039C	936.5	786	1296	1150
YMR230W	3953.25	1938.5	4410.75	2673
YMR267W	497.67	204.17	617.17	280
YMR247C	5308	2440.96	5441.46	3335.83
YMR152W	1373.5	886.5	1489.5	1333.5
YMR251W-A	3003.83	3005.75	3283	3748.67
YMR146C	4783.56	2445.29	5444.5	3473.33
YMR228W	366	193.35	484	257.25
YMR032W	41.79	16	52.03	32.9
YMR013C-A	114.5	50.5	92	64
YMR001C-A	15	8	16	6
YMR031W-A	0	1	1.17	1
YMR153W	1250.1	937.5	1439	1362.75
YMR056C	67.17	75.25	51.33	98.17
YMR282C	916.81	476.86	1125.93	681.72
YMR234W	213.33	92	219	141
YMR323W	41.67	32.67	77.67	77
YMR062C	2720.12	2545.5	2743.5	3555.92
YMR247W-A	0	0	1	0
YMR038C	1435.12	653	1558.5	862.5
YMR049C	4928.48	1830.47	5427.09	2664.79
YMR272W-B	0	0	0	2
YMR147W	531	275	560.22	391
YML067C	1000	759	1074.15	1051
tK(CUU)M	6	3	4	8.12
tR(UCU)M1	1	0.25	1	4
YML107C	232	173	273.5	228.5
snR54	181.33	64.5	120.5	100
YMR231W	1417.75	877.5	1611	1342.81
YMR081C	214.48	103	290.27	138.15
YML051W	4106.64	2502.61	4123.13	3159.2
YMR314W	1441	893	1497	1397
YMR113W	392.33	255.08	454	390.5
YML031C-A	2	0	3	0
YMR263W	772	346	1090	482
YML034W	872.49	962.83	1036.5	1499.17
YMR131C	4471	1961.62	5627.92	2891.46
YMR310C	3208.81	1583.75	3846.75	2343
YMR034C	236.12	588	286.25	734.67
YML103C	10272.28	5355.75	11279.25	7704.73
YMR306W	545.75	810.5	523	1102
YMR169C	464.37	658.06	373.65	957.89
YMR186W	21245.08	13750.08	22098	18679.25
YML059C	12183.39	5272.97	13415.33	6992.08
YML086C	3542.4	1595	3479.23	2107.5
YMR013C	1282.5	669.83	1319.47	885.67
YMR127C	248	90.5	305	156
YMR153C-A	87.14	92	93.67	119.5
YMR212C	2814.17	1304.67	2825.19	1781.11
YMR296C	7526.78	5104.12	7012.7	6085.95
YMR101C	53.42	30.67	74.31	37.33
YMR166C	1172	562.75	1298	792
YMR061W	1570	731	1842	1127.45
YMR288W	1834.27	1008.82	2058	1544.75
YMR265C	395.83	363.06	448.62	531.62
YML116W	686	250	654.25	325
YML130C	3074.25	2919	3325.82	4144.7
YMR273C	1534.5	1148.31	1558.59	1578.88
YMR292W	493.75	220	503	346
YMR137C	404.32	294.19	489	420.12
YMR013W-A	199.92	100.67	171.83	137.83
YML076C	2029.64	1524.5	2165.67	2132.45
YMR082C	3	9	6	5
tR(UCU)M2	0	1.4	1.4	0.4
YMR022W	1081.5	1245	1358.61	1566.5
YML062C	446	292	519	429
YMR086C-A	81	46.06	64	45
YML035C	3462.77	2132.33	3694.02	3050.75
YMR173W	995.79	2155.68	1221.69	3051.14
YMR194C-A	37	22	22.5	24.17
YMR093W	2995	1648.07	3242	2347.67
YML036W	530	343	643	477
YMR307W	18777.75	8572.5	18471.2	10929.5
YML116W-A	331.5	442.83	360.5	538
YMR021C	874	790	1024	1173.3
YMR135C	663.67	653	663	935.27
YMR121C	641	371.33	742	545.17
YMR129W	6065.4	3373.92	6139.33	4689.92
YML066C	2	1.12	0.72	4.12
YMR045C	132002.99	81129.57	182837.49	140306.04
YMR050C	92171.47	66785.32	129534.62	111649.87
YML045W	105398.62	75859.75	139290.36	119023.63
YML040W	4304.52	2763.26	6237.05	4964.92
YML045W-A	2579.95	1363.45	3214.8	2098.32
YMR046C	29154	12707.15	39417.81	22974.1
YMR051C	973.84	855.58	1286.64	1295.89
YML039W	126290.28	88199.48	173757.49	143037.17
YBR225W	1990	5881.02	2267.5	8098.33
YBR182C-A	35	47	39	49
YBL055C	729.6	595	860.93	857.33
YBR293W	520.1	404.25	533.06	532
YBR223W-A	0	0	0	0
YBR115C	18415.42	6831.67	18315.42	9283.7
YBR031W	24919.04	11001.33	23712.06	14673.12
YBL108C-A	19.75	18.53	17.5	25.47
YBR116C	9.05	3.5	8.92	7
YBR241C	1232.75	925.1	1185.56	1187.37
